level_0,index,InChIKey,Solubility,SMILES,M,N_atoms,N_aroma_cycles,N_aroma_heterocycles,TPSA,logP,MP
8520,8606,VAGOJLCWTUPBKD-UHFFFAOYSA-N,-2.1925611892,C1OC1COc2cccc(c2)N(CC3CO3)CC4CO4,277.32,39,1,0,50.06,1.0681999999999998,-31.07499999999999
8521,8607,VAGOJLCWTUPBKD-UHFFFAOYSA-N,-2.192554414202594,C(C1CO1)N(CC1CO1)C1C=C(C=CC=1)OCC1CO1,277.32000000000005,39,1,0,50.06,1.0681999999999996,-31.07499999999999
8522,8608,VAJVDSVGBWFCLW-UHFFFAOYSA-N,-1.2421190549,OCCCc1ccccc1,136.194,22,1,0,20.23,1.6115,-18.0
8527,8613,VAYTZRYEBVHVLE-UHFFFAOYSA-N,0.7770765429,O=C1OC=CO1,86.04599999999999,8,0,1,43.35,0.23279999999999998,20.5
8544,8631,VBYHQOZQQATUHH-UHFFFAOYSA-N,-2.4425535351535475,CC1=CC(C)=NN1C(=O)NCCOC(=O)C(C)=C,251.28599999999994,35,0,1,73.22,1.1769399999999997,-20.0
8548,8635,VCLJODPNBNEBKW-UHFFFAOYSA-N,-3.3549684893,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,226.44799999999995,50,0,0,0.0,5.911200000000006,-15.0
8549,8636,VCLJODPNBNEBKW-UHFFFAOYSA-N,-3.354955375043124,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,226.44799999999995,50,0,0,0.0,5.911200000000006,-15.0
8551,8638,VCOCESNMLNDPLX-UHFFFAOYSA-N,-4.0976122125,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,220.35599999999997,40,0,0,17.07,3.818000000000003,-13.55
8552,8639,VCOCESNMLNDPLX-UHFFFAOYSA-N,-3.9400043591,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,220.35599999999997,40,0,0,17.07,3.818000000000003,-13.55
8553,8640,VCOCESNMLNDPLX-UHFFFAOYSA-N,-3.6415537085069407,CC1(C)CCC(=O)C2C31CC(CC3)C2(C)C,220.35599999999994,40,0,0,17.07,3.818000000000003,-13.55
8559,8646,VDAMAZDKFJYVCT-UHFFFAOYSA-N,-4.221940481456292,COC1C=CC(=CC=1)S(=O)(=O)C1C=C(SC=1)S(N)(=O)=O,333.41200000000003,31,1,1,103.53,1.2369,170.0
8562,8649,VDBHOHJWUDKDRW-UHFFFAOYSA-N,-4.7032058539986,CC1=CC2=C(C=C1C(C)=O)C(C)(C)C(C)C2(C)C,244.37799999999996,42,1,0,17.07,4.402520000000004,58.1
8563,8650,VDCOSJPGDDQNJH-UHFFFAOYSA-N,-2.5612420314015223,CC12CC(O)C3C(CCC4=CC(=O)CCC43)C1CCC2=O,288.38700000000006,45,0,0,54.37,2.668100000000001,216.4
8566,8653,VDKFCCZUCXYILI-UHFFFAOYSA-N,-1.4428094137020882,CC1=CC=C(C=C1)S(=O)(=O)NCC(O)=O,229.25699999999998,26,1,0,83.47,0.3579199999999998,148.0
8567,8654,VDKKOBGKVRANCM-UHFFFAOYSA-N,-6.672708504714587,CC1C=C(C=C2CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)OC=12)OC1OC(CO)C(O)C(O)C1O,564.8040000000004,96,1,0,108.61000000000001,5.6965200000000085,60.7
8571,8658,VDVUCLWJZJHFAV-UHFFFAOYSA-N,-0.1966099864,CC1(C)CC(O)CC(C)(C)N1,157.257,30,0,0,32.26,1.2878999999999998,130.3
8576,8663,VEBCLRKUSAGCDF-UHFFFAOYSA-N,-4.4930858187,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,304.386,46,0,0,52.6,2.7432000000000007,-80.0
8577,8664,VEBCLRKUSAGCDF-UHFFFAOYSA-N,-4.493078353453733,C=CC(=O)OCC1CCC2C1C1CC2C(C1)COC(=O)C=C,304.3860000000001,46,0,0,52.6,2.7432000000000007,-80.0
8578,8665,VEMDQCGHZNXORX-UHFFFAOYSA-N,-2.522680786,CC(=O)CC(=O)Nc1ccc2NC(=O)Nc2c1,233.227,28,1,1,94.82,0.7738,380.0
8579,8666,VEMDQCGHZNXORX-UHFFFAOYSA-N,-2.522673975984222,CC(=O)CC(=O)NC1=CC2NC(=O)NC=2C=C1,233.227,28,1,1,94.82,0.7737999999999998,380.0
8590,8677,VEPUKHYQNXSSKV-UHFFFAOYSA-N,-3.2325451181141225,CC(=O)C1=CC2CCCCC=2C=C1,174.243,27,1,0,17.07,2.7680000000000016,-21.0
8591,8678,VEUUOOHXJMZARX-UHFFFAOYSA-N,-3.438293863647288,CC(CC)C1CCCC2=CC=CN=C21,189.30200000000002,33,0,1,12.89,3.5476000000000028,-50.0
8592,8679,VEZKFOIEZCNFBT-UHFFFAOYSA-N,-3.301672773535824,CCC(=O)CC(C)(C)C1C=CC=CC=1,190.28600000000003,32,1,0,17.07,3.333400000000002,-20.0
8597,8684,VFBJXXJYHWLXRM-UHFFFAOYSA-N,-5.8081724723,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,642.9430000000002,103,2,0,93.06,8.672800000000008,66.85
8598,8685,VFBJXXJYHWLXRM-UHFFFAOYSA-N,-5.80816269657368,CC(C)(C)C1=CC(CCC(=O)OCCSCCOC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,642.9430000000002,103,2,0,93.06,8.672800000000008,66.85
8599,8686,VFGRALUHHHDIQI-UHFFFAOYSA-N,-0.4583389122,CCCCOC(=O)CO,132.159,21,0,0,46.53,0.322,-26.0
8605,8692,VFSYQLPRXOLTOX-UHFFFAOYSA-N,-8.153313794669097,CCCCC1C=CC(=CC=1)NC1C=CC(NC2C=CC(CCCC)=CC=2)=C2C=1C(=O)C1C(=C(C=CC=1NC1C=CC(CCCC)=CC=1)NC1C=CC(CCCC)=CC=1)C2=O,797.0999999999999,120,6,0,82.25999999999999,14.80679999999997,178.0
8608,8695,VGECIEOJXLMWGO-UHFFFAOYSA-N,-2.8190255393963306,CCCCCCC1=CCCC1=O,166.26399999999998,30,0,0,17.07,3.246100000000002,-22.0
8609,8696,VGEREEWJJVICBM-UHFFFAOYSA-N,-3.348271099781566,OC1C=C(O)C=C(O)C=1C(=O)CCC1C=CC(O)=CC=1,274.27199999999993,34,2,0,97.99,2.3245000000000005,261.75
8611,8698,VGIGGAYUFITKSI-UHFFFAOYSA-N,-3.838203717401089,CC1CC2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C1C(=O)CO,344.49500000000006,57,0,0,54.370000000000005,3.9419000000000035,105.0
8612,8699,VGIYPVFBQRUBDD-UHFFFAOYSA-N,-2.5825419737,C=COC1CCCCC1,126.19900000000001,23,0,0,9.23,2.4792000000000005,-109.0
8613,8700,VGIYPVFBQRUBDD-UHFFFAOYSA-N,-2.5825321979705835,C=COC1CCCCC1,126.19900000000001,23,0,0,9.23,2.4792000000000005,-109.0
8617,8705,VHBOIZSCWFNPBM-UHFFFAOYSA-N,-4.231290364088348,CC1C=CC(=CC=1)C=C(CCCCC)C=O,216.32399999999993,36,1,0,17.07,4.157620000000003,-20.0
8619,8707,VHKDTUOUWLJSJT-UHFFFAOYSA-N,-1.456198003549839,CCCCCCN1CC(CC1=O)C(O)=O,213.277,34,0,0,57.61000000000001,1.4998,42.5
8620,8708,VHLFTCNAACYPDY-UHFFFAOYSA-N,-7.3154024542,CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2snc3ccc(cc23)[N+]([O-])=O,413.4590000000001,48,2,1,110.29000000000002,5.009300000000004,82.5
8621,8709,VHLFTCNAACYPDY-UHFFFAOYSA-N,-7.315393269873288,CCN(CCC(=O)OC)C1C=CC(=CC=1)N=NC1SN=C2C=CC(=CC2=1)[N+]([O-])=O,413.4590000000001,48,2,1,110.29000000000002,5.009300000000004,82.5
8623,8711,VHOGYURTWQBHIL-UHFFFAOYSA-N,-3.50535459169272,CC1ON=CC=1C(=O)NC1C=CC(=CC=1)C(F)(F)F,270.21,28,1,1,55.13,3.2541200000000012,165.5
8624,8712,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,-3.2153837323,CCC(=O)OCc1ccccc1,164.204,24,1,0,26.3,2.1398,222.0
8625,8713,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,-2.780174057491382,CCC(=O)OCC1C=CC=CC=1,164.204,24,1,0,26.3,2.1398,222.0
8626,8714,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,-2.344979827,CCC(=O)OCc1ccccc1,164.204,24,1,0,26.3,2.1398,222.0
8628,8716,VHPYGHVYPBYDMS-UHFFFAOYSA-N,-4.4099777467022205,CC1(C)COC2(CC3CCC4C5CCC(O)(C#N)C5(C)CCC4C=3CC2)OC1,385.5480000000003,63,0,0,62.480000000000004,4.727180000000005,194.1
8629,8717,VHRUBWHAOUIMDW-UHFFFAOYSA-N,-1.6002483409,CCCCCCCC(=O)N(C)C,171.284,33,0,0,20.310000000000002,2.4351000000000003,-25.5
8630,8718,VHRUBWHAOUIMDW-UHFFFAOYSA-N,-1.6002378087123212,CCCCCCCC(=O)N(C)C,171.284,33,0,0,20.310000000000002,2.4351000000000003,-25.5
8631,8719,VHSHLMUCYSAUQU-UHFFFAOYSA-N,-0.5722827159261396,CC(=C)C(=O)OCC(C)O,144.17,22,0,0,46.53,0.4865,55.0
8635,8723,VILGDADBAQFRJE-UHFFFAOYSA-N,-8.362921357829682,CC(C)(C)N(SC1=NC2C=CC=CC=2S1)SC1=NC2C=CC=CC=2S1,403.6230000000001,42,2,2,29.020000000000003,6.720900000000004,137.5
8638,8726,VIOMIGLBMQVNLY-UHFFFAOYSA-N,-7.2780387128,CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,379.37500000000017,53,2,0,52.04,5.998200000000005,87.5
8639,8727,VIOMIGLBMQVNLY-UHFFFAOYSA-N,-7.27802889579818,CCC1C=C(CC2=CC(CC)=C(N)C(CC)=C2Cl)C(Cl)=C(CC)C=1N,379.37500000000017,53,2,0,52.04,5.998200000000005,87.5
8640,8728,VIONGDJUYAYOPU-UHFFFAOYSA-N,-2.134600300006953,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,428.16599999999994,30,0,0,54.37,4.003100000000001,290.2
8646,8734,VIUDWXCHYJJHLD-UHFFFAOYSA-N,-2.6792659803419907,CC(=O)CSC1C=CC(Cl)=CC=1,200.69,21,1,0,17.07,3.0211000000000015,15.7
8655,8743,VJUKWPOWHJITTP-UHFFFAOYSA-N,-8.688908337599615,CC1C=CC(=CC=1)NC1=CC=C2C3=C1C(=O)C1C=CC=CC=1C3=CC(=O)N2C,366.42000000000013,46,3,1,51.1,4.801920000000004,268.2
8656,8744,VJYFMQREUJXCQV-UHFFFAOYSA-N,-2.795906204902089,CC(CC=O)C1CC=C(C)CC1,166.26399999999995,30,0,0,17.07,2.9579000000000013,-80.0
8657,8745,VJZJGRMLFMJRGG-UHFFFAOYSA-N,-3.359069046796994,OCC1COC(CN2C=NC=C2)(O1)C1=CC=C(Cl)C=C1Cl,329.1830000000001,35,1,1,56.510000000000005,2.4505999999999997,140.6
8664,8752,VKRZNAWSCAUDRQ-UHFFFAOYSA-N,-6.000472942177435,CC1C=C2N=C(C=CC3=NC4=CC(C)=CC=C4O3)OC2=CC=1,290.322,36,2,2,52.06,4.756240000000003,183.75
8665,8753,VKURVCNKVWKGLX-UHFFFAOYSA-N,-2.7928816068301305,NC1=CC(=C(C=C1)NC1C=CC(N)=CC=1)S(O)(=O)=O,279.321,32,2,0,118.44,1.8413000000000002,241.5
8666,8754,VKYKSIONXSXAKP-UHFFFAOYSA-N,0.3292060084299902,C1N2CN3CN1CN(C2)C3,140.19,22,0,0,12.96,-1.0197999999999992,280.0
8667,8755,VKYKSIONXSXAKP-UHFFFAOYSA-N,0.7924026819,C1N2CN3CN1CN(C2)C3,140.19,22,0,0,12.96,-1.0197999999999992,280.0
8673,8762,VLDFMKOUUQYFGF-UHFFFAOYSA-N,-2.0948968063,CCCCOCc1ccc(O)c(OC)c1,210.27299999999997,33,1,0,38.69,2.717500000000001,-59.0
8674,8763,VLDFMKOUUQYFGF-UHFFFAOYSA-N,-2.082406478742799,COC1=CC(COCCCC)=CC=C1O,210.273,33,1,0,38.69,2.7175000000000016,-59.0
8675,8764,VLDFMKOUUQYFGF-UHFFFAOYSA-N,-2.0699304799,CCCCOCc1ccc(O)c(OC)c1,210.27299999999997,33,1,0,38.69,2.717500000000001,-59.0
8676,8765,VLFBSPUPYFTTNF-UHFFFAOYSA-N,-2.24666187,COc1ccc(CC(C)C=O)cc1,178.231,27,1,0,26.3,2.0727,-20.0
8677,8766,VLFBSPUPYFTTNF-UHFFFAOYSA-N,-2.230959502117118,COC1C=CC(CC(C)C=O)=CC=1,178.231,27,1,0,26.3,2.0727,-20.0
8678,8767,VLGGPCDFFINQCD-UHFFFAOYSA-N,-4.173646162304684,CC1CCCC(C)(C)C1C(=O)OCC=C,210.31699999999995,37,0,0,26.3,3.1780000000000017,-20.149999999999977
8679,8768,VLJCQQPKCXJKKM-UHFFFAOYSA-N,-3.7440777388,CCOC(=O)CC(NC1CCC(CC1)CC2CCC(CC2)NC(CC(=O)OCC)C(=O)OCC)C(=O)OCC,554.7250000000003,89,0,0,129.26000000000002,3.443100000000003,-1.8
8680,8769,VLJCQQPKCXJKKM-UHFFFAOYSA-N,-3.744070599776292,CCOC(=O)CC(NC1CCC(CC2CCC(CC2)NC(CC(=O)OCC)C(=O)OCC)CC1)C(=O)OCC,554.7250000000003,89,0,0,129.26000000000002,3.443100000000003,-1.8
8681,8770,VLJIVLGVKMTBOD-UHFFFAOYSA-N,-3.367801383313348,ClC1=CC=C(C=N1)C(Cl)(Cl)Cl,230.909,14,0,1,12.89,3.5617,53.5
8689,8778,VLUMOWNVWOXZAU-UHFFFAOYSA-N,-2.397258147375112,CC(=CC1C=CC=CC=1)C=O,146.18899999999996,21,1,0,17.07,2.2888,1.8
8692,8781,VMKGIEGZYKGIAK-UHFFFAOYSA-N,-3.2394654087239343,CC(O)CNS(=O)(=O)CCCS(=O)(=O)C1=CC(C#N)=C(C=C1)C#N,371.44000000000005,41,1,0,148.11999999999998,-0.10603999999999947,159.6
8699,8788,VMRGZRVLZQSNHC-UHFFFAOYSA-N,-7.704066298447762,CCCCCCCCCCCCCCCC(=O)NCCCCCCCCC=CCCCCCCCC,505.9160000000006,103,0,0,29.1,11.621399999999985,65.0
8702,8791,VMUIOEOYZHJLEZ-UHFFFAOYSA-N,-2.2251369084,Fc1cccc2CC(=O)Nc12,151.14,17,1,0,29.1,1.3203,188.05
8703,8792,VMUIOEOYZHJLEZ-UHFFFAOYSA-N,-2.2251304175070645,O=C1CC2C=CC=C(F)C=2N1,151.14,17,1,0,29.1,1.3203,188.05
8705,8794,VMVNZNXAVJHNDJ-UHFFFAOYSA-N,-0.6479837034,COC(=O)C(F)(F)F,128.049,11,0,0,26.3,0.7216999999999999,-78.0
8716,8805,VNJLHPJTOHUNQK-UHFFFAOYSA-N,-3.076185297044544,COC(=O)C1=CC=C(C=C1[N+]([O-])=O)C#N,206.15699999999998,21,1,0,93.22999999999999,1.2530799999999997,90.74
8718,8807,VNQNXQYZMPJLQX-UHFFFAOYSA-N,-7.2923086931,CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C,784.095,126,3,1,126.69000000000001,9.218400000000003,219.2
8719,8808,VNQNXQYZMPJLQX-UHFFFAOYSA-N,-5.8943686845,CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C,784.095,126,3,1,126.69000000000001,9.218400000000003,219.2
8737,8826,VOBHXZCDAVEXEY-UHFFFAOYSA-N,-3.477580742267335,CC(CC1C=CC=CC=1)NC(=O)C(N)CCCCN,263.38499999999993,44,1,0,81.14,1.1901,121.0
8741,8830,VONGZNXBKCOUHB-UHFFFAOYSA-N,-3.1174443354,CCCC(=O)OCc1ccccc1,178.231,27,1,0,26.3,2.5299000000000005,-14.3
8742,8831,VONGZNXBKCOUHB-UHFFFAOYSA-N,-2.95909265026994,CCCC(=O)OCC1C=CC=CC=1,178.231,27,1,0,26.3,2.5299000000000005,-14.3
8743,8832,VONGZNXBKCOUHB-UHFFFAOYSA-N,-2.800757237,CCCC(=O)OCc1ccccc1,178.231,27,1,0,26.3,2.5299000000000005,-14.3
8751,8840,VOZRXNHHFUQHIL-UHFFFAOYSA-N,-0.4537890803,CC(=C)C(=O)OCC1CO1,142.154,20,0,0,38.83,0.5045000000000001,-46.75
8752,8841,VOZRXNHHFUQHIL-UHFFFAOYSA-N,0.8472455092675842,CC(=C)C(=O)OCC1CO1,142.154,20,0,0,38.83,0.5045000000000001,-46.75
8757,8846,VPGYQOPHCDIWSQ-UHFFFAOYSA-N,-1.6689508880977622,CCOC(=O)CN(C)C(=O)COC(=O)C1C=CC=CC=1,279.292,37,1,0,72.91,0.8648999999999991,39.5
8761,8850,VPKQPPJQTZJZDB-UHFFFAOYSA-N,-6.3541593341,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,418.14900000000017,33,0,0,26.3,4.844500000000002,-20.0
8763,8852,VPVSTMAPERLKKM-UHFFFAOYSA-N,-1.9946579342808848,O=C1NC2NC(=O)NC2N1,142.118,16,0,0,82.26,-1.7358000000000005,286.95
8768,8857,VQASKUSHBVDKGU-UHFFFAOYSA-N,-0.0660279950018265,CCC1(C)OC(=O)N(C)C1=O,157.16899999999995,22,0,0,46.61,0.7637,31.5
8769,8858,VQAZCUCWHIIFGE-UHFFFAOYSA-N,-1.77040375415447,CCC(C(=O)OCC)C(=O)OCC,188.22299999999996,29,0,0,52.60000000000001,1.1388,0.0
8771,8860,VQHLGZRKOZIABH-UHFFFAOYSA-N,-4.6529288002,CC1(C)CCC2OC23C(C)(C)C4CCC13C4,220.35599999999994,40,0,0,12.53,3.7703000000000033,-1.0
8772,8861,VQHLGZRKOZIABH-UHFFFAOYSA-N,-4.652917889066336,CC1(C)CCC2OC32C21CC(CC2)C3(C)C,220.35599999999994,40,0,0,12.53,3.7703000000000033,-1.0
8773,8862,VQHSOMBJVWLPSR-UHFFFAOYSA-N,0.2871731981711182,OC(CO)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CO,344.31300000000005,47,0,0,200.52999999999997,-5.761199999999992,148.0
8776,8865,VQNUNMBDOKEZHS-UHFFFAOYSA-N,-5.3353199677,CCOCOC1CCCCCCCCCCC1,242.40299999999988,47,0,0,18.46,4.670300000000005,-20.0
8777,8866,VQNUNMBDOKEZHS-UHFFFAOYSA-N,-5.335310125720196,CCOCOC1CCCCCCCCCCC1,242.40299999999988,47,0,0,18.46,4.670300000000005,-20.0
8778,8867,VQQLTEBUMLSLFJ-UHFFFAOYSA-N,-5.94633985500835,CCCCCCCCCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,332.5720000000001,64,1,0,20.23,7.280300000000008,-47.4
8779,8868,VQRBXYBBGHOGFT-UHFFFAOYSA-N,-3.0813269237,Cc1ccccc1CCl,140.613,18,1,0,0.0,2.7338200000000006,0.0
8780,8869,VQRBXYBBGHOGFT-UHFFFAOYSA-N,-3.081317848217972,CC1=CC=CC=C1CCl,140.613,18,1,0,0.0,2.7338200000000006,0.0
8783,8872,VRAOBFWNUBUCRN-UHFFFAOYSA-N,-2.987928466542562,COC1C=CC(=CC=1)N(C)N=CC1=[N+](C)C2C=CC=CC=2C1(C)C,322.4320000000001,48,2,0,27.839999999999996,3.823400000000003,-12.2
8788,8877,VRLPHBSFRWMMPW-UHFFFAOYSA-N,-2.4061778726,Cc1cc(c(N)cc1Cl)[S](O)(=O)=O,221.66500000000002,21,1,0,80.39,1.4773200000000002,320.0
8789,8878,VRLPHBSFRWMMPW-UHFFFAOYSA-N,-2.4061706545271657,CC1C=C(C(N)=CC=1Cl)S(O)(=O)=O,221.66500000000002,21,1,0,80.39,1.4773200000000002,320.0
8809,8898,VSIXJPFQJMODCS-UHFFFAOYSA-N,-1.6969729899,CC(O)C(C)Cc1ccccc1,164.24800000000002,28,1,0,20.23,2.2460000000000004,-20.0
8810,8899,VSIXJPFQJMODCS-UHFFFAOYSA-N,-1.6969627850269928,CC(CC1C=CC=CC=1)C(C)O,164.24799999999996,28,1,0,20.23,2.246000000000001,-20.0
8811,8900,VSJBBIJIXZVVLQ-UHFFFAOYSA-N,-4.2100961015,CC(CC(=O)OOC(C)(C)C)CC(C)(C)C,230.34799999999993,42,0,0,35.53,3.722100000000003,-49.575
8812,8901,VSJBBIJIXZVVLQ-UHFFFAOYSA-N,-4.21008808849678,CC(C)(C)CC(C)CC(=O)OOC(C)(C)C,230.34799999999996,42,0,0,35.53,3.722100000000003,-49.575
8814,8903,VSMOENVRRABVKN-UHFFFAOYSA-N,-1.8219317146,CCCCCC(O)C=C,128.21499999999997,25,0,0,20.23,2.1136,-49.0
8816,8905,VSRVCSJJKWDZSH-UHFFFAOYSA-N,-2.9987958883,CCCCCC1COCCC1OC(C)=O,214.30499999999995,37,0,0,35.53,2.5349000000000004,-20.0
8817,8906,VSRVCSJJKWDZSH-UHFFFAOYSA-N,-2.9987883592627123,CCCCCC1COCCC1OC(C)=O,214.30499999999995,37,0,0,35.53,2.5349000000000004,-20.0
8820,8909,VTFXHGBOGGGYDO-UHFFFAOYSA-N,-6.729941064006505,CC1=CC(CSCCCCCCCCCCCC)=CC(CSCCCCCCCCCCCC)=C1O,536.9760000000006,96,1,0,20.23,12.00881999999998,28.0
8821,8910,VTGOEJALMFECDQ-UHFFFAOYSA-N,-8.4235961938,COc1ccccc1NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4OC)c(Cl)c3)C(C)=O,689.5560000000002,78,4,0,160.23999999999998,8.037600000000007,323.0
8822,8911,VTGOEJALMFECDQ-UHFFFAOYSA-N,-8.423589024295037,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(=O)NC1=CC=CC=C1OC)C(C)=O)C(=O)NC1=CC=CC=C1OC,689.5560000000002,78,4,0,160.23999999999998,8.037600000000008,323.0
8831,8920,VTSKTHILUKZQTB-UHFFFAOYSA-N,-3.1484337054940563,CC(C)C1CCC(C)CC1OC(=O)C(=O)NCC,255.35799999999998,43,0,0,55.400000000000006,2.1265,0.0
8832,8921,VTXBLQLZQLHDIL-UHFFFAOYSA-N,-2.1609179879,OCCCNc1ccc(O)cc1[N+]([O-])=O,212.20499999999998,27,1,0,95.63,1.0946999999999996,110.5
8833,8922,VTXBLQLZQLHDIL-UHFFFAOYSA-N,-2.135748887511677,[O-][N+](=O)C1C=C(O)C=CC=1NCCCO,212.20499999999996,27,1,0,95.63000000000001,1.0946999999999998,110.5
8834,8923,VTXBLQLZQLHDIL-UHFFFAOYSA-N,-2.1105897103,OCCCNc1ccc(O)cc1[N+]([O-])=O,212.20499999999998,27,1,0,95.63,1.0946999999999996,110.5
8837,8926,VUDOFEJVAFMLEC-UHFFFAOYSA-N,-2.9899599684,N[S](=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,325.39000000000004,33,2,0,84.22,2.282,-23.7
8838,8927,VUDOFEJVAFMLEC-UHFFFAOYSA-N,-2.9899488681243693,NS(=O)(=O)C1C=CC(=CC=1)NC(=S)NC1C=CC(F)=CC=1,325.39000000000004,33,2,0,84.22,2.282000000000001,-23.7
8839,8928,VUFZVGQUAVDKMC-UHFFFAOYSA-N,-2.5363732086,C=CCOC(=O)COc1ccccc1,192.21400000000003,26,1,0,35.53,1.7946,1.1
8840,8929,VUFZVGQUAVDKMC-UHFFFAOYSA-N,-2.536366840709214,C=CCOC(=O)COC1C=CC=CC=1,192.21400000000003,26,1,0,35.53,1.7946,1.1
8845,8934,VUJITVTVTWYDAK-UHFFFAOYSA-N,-2.997676103959607,C#CCOCC1C=CC(Cl)=CC=1,180.634,21,1,0,9.23,2.4898000000000007,-13.0
8852,8941,VVJKKKDJADMKNM-UHFFFAOYSA-O,-0.606836801280995,CC[N+](CC1=CC(=CC=C1)S(O)(=O)=O)=C1C=CC(C=C1)=C(C1=CC=C(O)C=C1S(O)(=O)=O)C1C=CC(=CC=1)N(CC1=CC(=CC=C1)S(O)(=O)=O)CC,765.9080000000001,89,4,0,189.58999999999997,5.760300000000004,290.0
8855,8944,VVSSGCCPNDSLPL-UHFFFAOYSA-N,-2.678885131776417,NS(=O)(=O)C1=CC2CCCS(=O)(=O)C=2S1,267.35299999999995,24,0,1,94.30000000000001,0.11540000000000039,200.0
8863,8952,VWUXBMIQPBEWFH-UHFFFAOYSA-N,-4.955655409042749,CC12CCC3C(C1CCC2O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1C=C(O)C=CC=13,606.7820000000002,88,1,0,57.53,8.682600000000004,105.0
8865,8954,VWWOJJANXYSACS-UHFFFAOYSA-N,-0.0765411499,CSCCC(O)C#N,131.2,17,0,0,44.019999999999996,0.62398,-50.0
8871,8960,VXFJYXUZANRPDJ-UHFFFAOYSA-N,-4.318040306748905,CC(NC(CCC1C=CC=CC=1)C(=O)OCC)C(=O)N1C2CCCCC2CC1C(O)=O,430.5450000000003,65,1,0,95.94,2.7733,121.0
8875,8964,VXJSHSKTNNDZPM-UHFFFAOYSA-N,-3.1493416746841705,CCCCCCN1N=CC(N)=C1N,182.271,31,0,1,69.86,1.6278,84.39
8876,8965,VXKKFWDUSKMRNO-UHFFFAOYSA-N,-5.766446968285045,CC(C)C(C(=O)OCC1C=CC=CC=1)N(CC1C=CC(=CC=1)C1=CC=CC=C1C1=NNN=N1)C(=O)CCCC,525.6530000000004,74,3,1,101.07,5.820500000000005,175.0
8877,8966,VXLVYFXPZGPXCT-UHFFFAOYSA-N,-3.0244010100158665,COC1C=CC(=CC=1)S(=O)(=O)C1=COC(=C1)S(N)(=O)=O,317.34400000000005,31,1,1,116.66999999999999,0.7684000000000002,118.0
8881,8971,VXOJKUWHCFFUCO-UHFFFAOYSA-N,-5.027562708470756,C(C1C=CC=CC=1)N1CCN(CC2C=CC=CC=2)CCN(CC2C=CC=CC=2)CCN(CC2C=CC=CC=2)CC1,532.7760000000002,84,4,0,12.96,6.008800000000007,143.5
8882,8972,VXPQZDZQAWMEHT-UHFFFAOYSA-N,-1.2173409805350943,NC1C=CC(=CN=1)S(N)(=O)=O,173.197,18,0,1,99.07,-0.6887999999999999,172.0
8888,8978,VYBKAZXQKUFAHG-UHFFFAOYSA-N,-0.5767319197,Cc1ccc(cc1N)C(N)=O,150.18099999999998,21,1,0,69.11,0.6761200000000003,129.0
8893,8983,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,-6.512030406882053,CCN(CC)C1C=CC(=CC=1)C(=O)C1C=CC(=CC=1)N(CC)CC,324.46800000000013,52,2,0,23.550000000000004,4.610000000000005,94.0
8894,8984,VYKSRLDHXQURKA-UHFFFAOYSA-N,-3.5440597008,COCCCCC(=O)c1ccc(cc1)C(F)(F)F,260.255,33,1,0,26.3,3.7048000000000023,46.75
